cons_last_month,has_gas,margin_gross_pow_ele,margin_net_pow_ele,nb_prod_act,net_margin,num_years_antig,pow_max,churn,duration
0,0,12.82,12.82,1,56.76,4,13.2,0,1827
1482,0,3.09,3.09,1,182.58,4,16.44,1,1821
5471,1,8.55,8.55,3,630.41,4,31.5,0,1826
1003,0,8.98,8.98,1,81.25,6,10.392,0,2557
2028,0,6.15,6.15,1,100.41,4,13.164,0,1748
323,1,59.02,59.02,2,23.34,3,31.5,0,1461
876,0,23.73,23.73,1,111.49,6,16.5,0,2192
63298,0,27.52,27.52,1,0.0,4,13.32,0,1461
0,0,27.32,27.32,1,127.68,7,13.2,0,2557
7131,0,33.12,33.12,1,49.17,4,13.2,0,1734
379,0,24.4,24.4,1,32.38,4,15.0,0,1461
4030,0,11.04,11.04,1,113.87,6,10.392,0,2557
1413,0,15.24,15.24,1,222.07,6,19.8,0,2192
3714,0,6.18,6.18,1,137.04,6,13.2,0,2557
0,0,14.78,14.78,1,121.5,4,10.5,0,1461
2641,0,23.76,23.76,1,110.44,6,10.392,0,2256
54281,0,17.13,17.13,1,245.83,6,10.35,1,2192
1841,0,26.68,26.68,1,152.06,6,16.05,0,2410
2697,0,44.69,44.69,1,78.02,7,33.0,0,2557
1087,0,31.64,31.64,1,116.41,4,13.856,0,1461
4454,1,38.0,38.0,2,587.76,5,31.5,0,1827
2397,1,0.7999999999999989,0.7999999999999989,3,435.13,4,18.0,0,1827
0,0,7.38,7.38,1,74.83,3,13.943,0,1475
26,1,17.6,17.6,2,99.14,5,13.2,0,2192
3698,0,3.24,3.24,1,339.64,3,17.32,0,1453
31128,0,28.47,28.47,1,160.73,4,19.8,0,1461
1361,0,31.96,31.96,1,215.65,4,23.67,0,1461
0,0,24.42,24.42,1,26.72,6,13.2,0,2192
1649,0,12.54,12.54,2,261.8,3,20.0,0,1461
801,0,21.09,21.09,1,13.26,6,10.392,0,2557
1637,1,23.62,23.62,2,275.41,6,17.5,0,2253
2253,0,32.18,32.18,1,141.93,6,19.8,0,2192
584,0,14.68,14.68,1,72.83,6,10.39,0,2557
1046,0,11.37,11.37,1,123.56,6,16.5,0,2557
0,0,33.84,33.84,1,236.3,6,15.0,0,2220
209,0,19.48,19.48,1,23.11,7,13.856,0,2557
3369,0,12.36,12.36,1,53.31,6,10.392,0,2557
0,0,23.4,23.4,1,286.13,6,10.392,0,2191
99156,0,15.84,15.84,1,866.33,4,15.92,0,1827
0,0,15.72,15.72,3,78.13,6,13.2,0,2557
896,1,23.73,23.73,3,157.61,12,16.5,0,4383
3881,0,12.57,12.57,1,86.75,6,10.35,0,2557
0,0,25.49,25.49,1,22.19,5,10.392,1,2192
3844,1,17.81,17.81,2,483.0,13,23.1,0,4749
4747,1,52.44,52.44,2,312.74,3,35.0,0,1461
60817,0,27.32,27.32,1,80.09,6,13.2,0,2192
0,0,15.72,15.72,1,52.02,6,13.2,0,2557
10558,0,43.27,43.27,1,103.1,6,19.8,0,2538
2532,1,28.34,28.34,2,218.55,6,13.8,1,2245
55400,0,8.76,8.76,1,146.77,3,13.164,0,1461
349,0,10.03,10.03,1,24.22,6,10.35,0,2557
0,0,25.56,25.56,1,103.94,3,13.856,0,1096
0,0,13.4,13.4,1,17.17,6,13.856,0,2557
2116,0,14.64,14.64,2,57.06,7,10.392,1,2557
0,0,14.7,14.7,1,156.13,6,13.856,0,2557
0,0,12.35,12.35,1,207.33,5,16.0,0,2038
21,0,37.44,37.44,1,0.0,4,15.01,1,1461
0,0,16.66,16.66,1,372.01,6,13.2,1,2557
381,1,15.9,15.9,2,252.53,4,15.001,0,1460
0,0,15.96,15.96,1,195.24,6,15.0,0,2557
558120,1,20.82,20.82,2,643.66,5,55.42,0,1979
0,1,17.16,17.16,5,134.09,6,15.0,0,2557
0,0,23.42,23.42,1,183.33,4,11.4,0,1461
1552,0,28.84,28.84,1,52.96,6,19.8,0,2560
302,0,38.34,38.34,1,67.52,4,26.3,0,1827
0,1,17.6,17.6,2,239.64,3,13.2,0,1461
3801,0,21.64,21.64,1,24.06,6,10.39,0,2557
0,0,18.62,18.62,1,68.69,5,13.2,0,1827
359,0,21.66,21.66,1,51.5,5,16.0,0,1827
1664,0,2.16,2.16,1,188.81,5,17.3,0,2192
1496,0,31.64,31.64,1,40.29,4,13.856,0,1461
735,0,27.44,27.44,1,92.89,6,17.320999999999998,0,2192
0,0,13.4,13.4,1,44.16,4,13.856,0,1494
8649,0,5.52,5.52,1,367.7,3,16.5,0,1371
18157,0,36.16,36.16,1,380.12,5,30.0,0,1827
564,0,32.88,32.88,2,101.99,4,13.15,0,1461
1023,0,36.24,36.24,2,58.17,4,14.49,0,1827
544,0,24.62,24.62,1,36.22,4,12.5,1,1827
390,0,49.8,49.8,1,52.47,6,19.919,0,2231
2994,0,21.58,21.58,1,64.24,5,13.85,0,2192
3146,0,1.98,1.98,1,276.79,4,46.0,0,1827
925,0,28.6,28.6,1,86.89,4,13.856,0,1461
3617,0,3.7,3.7,1,616.28,3,13.856,0,1461
4712,0,5.52,5.52,1,430.03,11,16.5,0,4383
0,0,32.4,32.4,2,82.29,5,13.856,0,2030
3676,0,19.29,19.29,1,317.89,4,25.0,0,1461
0,0,21.58,21.58,1,53.51,4,13.856,0,1827
120936,1,16.92,16.92,2,9.77,5,10.39,0,1827
313018,1,24.52,24.52,2,351.66,6,13.2,0,2192
0,0,26.04,26.04,1,64.04,4,10.39,1,1827
1394,0,19.5,19.5,1,72.07,3,17.32,0,1461
0,0,92.34,92.34,1,262.47,3,10.392,0,1461
1164,0,40.56,40.56,1,129.92,6,20.3,0,2191
1716,0,21.78,21.78,1,292.29,12,16.12,0,4383
0,0,21.64,21.64,1,25.52,4,10.39,1,1827
3286,0,5.52,5.52,1,28.05,3,10.392,0,1495
7009,0,25.44,25.44,1,407.32,11,33.0,0,4018
4046,1,66.48,66.48,2,604.65,4,19.0,0,1466
0,0,12.82,12.82,1,46.37,6,13.2,0,2557
0,0,31.64,31.64,1,34.01,3,13.856,1,1122
2478,0,14.7,14.7,1,112.45,5,13.856,1,2192
0,1,10.84,10.84,2,176.42,3,12.5,0,1461
3395,0,1.02,1.02,1,268.38,5,24.15,0,2192
2040,1,59.28,59.28,2,255.75,6,39.6,0,2191
1617,0,16.66,16.66,1,115.74,5,16.0,1,2192
0,0,23.22,23.22,1,190.5,4,14.0,0,1742
0,0,21.48,21.48,1,53.72,4,10.392,0,1827
2353,0,33.12,33.12,1,97.62,5,13.2,0,2192
0,1,29.76,29.76,4,504.99,6,13.2,0,2293
0,1,10.08,10.08,2,50.47,4,10.392,0,1579
43155,0,9.25,9.25,1,700.18,4,34.0,0,1827
10176,0,121.86,121.86,1,0.0,6,63.0,0,2557
364,0,31.41,31.41,1,48.03,4,17.320999999999998,0,1461
0,0,10.98,10.98,1,100.91,6,10.35,0,2557
0,1,14.32,14.32,2,102.68,6,12.5,0,2557
0,0,24.42,24.42,1,106.19,4,13.2,0,1494
794,0,17.7,17.7,1,0.0,5,19.7,0,2192
0,0,33.68,33.68,2,119.71,4,15.0,0,1742
2123,1,26.73,26.73,2,29.98,6,13.2,1,2557
0,1,23.92,23.92,2,24.18,6,11.5,0,2557
0,0,16.92,16.92,1,14.43,6,10.392,0,2373
79738,1,30.78,30.78,2,103.53,3,15.1,0,1096
1451,0,20.8,20.8,1,196.24,4,15.4,0,1492
231626,0,55.64,55.64,1,111.86,6,52.386,0,2192
285,0,18.55,18.55,1,32.23,4,13.164,0,1461
42465,0,29.76,29.76,1,1010.64,6,13.2,0,2557
343,0,21.52,21.52,1,16.14,4,13.2,1,1461
312684,0,11.95,11.95,1,263.23,3,13.85,0,1461
1149,0,36.21,36.21,1,61.85,6,20.0,0,2192
1691,1,28.47,28.47,4,170.77,3,19.8,0,1096
0,0,34.68,34.68,1,17.25,4,13.856,0,1827
1,0,12.36,12.36,1,0.0,4,10.39,0,1827
0,0,40.08,40.08,1,628.07,4,13.32,0,1479
2852,1,3.68,3.68,2,185.32,3,13.8,0,1461
12650,1,25.7,25.7,2,703.8,4,13.856,1,1656
354,1,33.62,33.62,3,41.95,4,16.5,0,1403
0,1,33.12,33.12,3,111.6,9,13.2,0,3637
0,0,6.12,6.12,1,69.56,3,11.5,0,1461
6493,0,23.72,23.72,1,31.5,3,15.001,0,1096
349,1,10.36,10.36,2,16.55,6,13.86,0,2557
922,0,44.64,44.64,1,499.9,5,33.0,0,1827
0,0,21.34,21.34,1,153.82,5,10.392,0,1923
0,0,31.2,31.2,1,162.33,6,13.856,0,2557
0,1,31.2,31.2,3,341.3,3,13.856,1,1094
77,0,12.36,12.36,1,35.17,4,10.392,0,1827
0,0,34.68,34.68,1,56.73,3,13.856,0,1457
0,0,13.26,13.26,1,56.09,6,10.392,0,2557
520,0,16.39,16.39,1,26.48,5,18.3,1,2180
0,0,34.56,34.56,1,68.59,6,13.8,0,2191
0,0,33.12,33.12,1,136.31,7,13.2,1,2440
0,0,13.23,13.23,1,106.88,5,10.35,0,2192
0,0,33.84,33.84,1,177.03,6,15.0,0,2557
10129,1,53.07,53.07,2,343.56,6,50.0,0,2191
10558,0,43.27,43.27,1,201.81,6,19.8,0,2546
0,0,0.12,0.12,1,6.14,8,65.0,0,3105
1773,1,26.88,26.88,2,186.01,4,21.5,0,1460
0,0,17.45,17.45,1,138.28,5,13.856,1,1827
203011,0,20.59,20.59,1,216.97,4,15.2,0,1461
1091,0,23.76,23.76,1,129.88,4,10.392,0,1611
694,0,15.12,15.12,1,94.14,5,13.2,0,2192
2873,0,24.84,24.84,1,452.21,8,16.59,0,2922
0,0,9.6,9.6,2,181.28,6,14.49,0,2557
0,0,23.65,23.65,1,70.58,4,10.35,0,1461
1919,0,1.2,1.2,1,205.32,6,26.4,0,2557
1446,0,16.92,16.92,1,101.1,6,13.2,0,2557
10814,0,20.4,20.4,1,188.83,6,26.4,0,2487
240,0,49.92,49.92,1,26.18,6,20.0,0,2557
0,0,23.76,23.76,1,62.07,6,10.39,1,2246
1094,0,31.21,31.21,1,248.3,3,23.1,0,1096
0,0,34.68,34.68,1,27.0,4,13.856,0,1461
0,0,18.15,18.15,2,101.63,4,11.0,0,1827
1973,0,9.48,9.48,1,573.08,4,19.8,1,1827
0,0,40.2,40.2,1,523.56,6,29.7,0,2192
22366,0,33.12,33.12,1,93.69,5,13.2,0,1826
0,0,27.12,27.12,1,65.42,6,13.2,0,2517
21936,0,24.52,24.52,1,198.26,6,13.2,0,2120
450,0,40.38,40.38,1,63.41,6,19.8,0,2192
2481,0,34.45,34.45,1,21.73,6,15.2,0,2192
164355,1,12.36,12.36,2,265.57,4,19.8,0,1826
1746,0,26.04,26.04,1,130.82,4,10.39,0,1524
237044,0,0.0,0.0,1,185.61,5,20.0,0,1826
0,0,19.11,19.11,1,79.88,6,10.35,0,2191
0,0,33.12,33.12,1,139.68,6,13.2,0,2191
1490,0,19.5,19.5,1,114.76,3,17.320999999999998,0,1461
0,0,16.92,16.92,1,129.78,6,13.2,0,2557
1326,0,34.56,34.56,1,158.88,5,17.320999999999998,1,1827
0,0,17.76,17.76,1,61.72,5,11.4,0,2192
3149,1,4.77,4.77,2,287.11,3,25.0,0,1461
0,1,0.64,0.64,2,606.0,4,15.001,0,1826
1598,0,30.22,30.22,1,109.72,7,13.2,1,2557
6694,0,12.36,12.36,1,37.37,6,10.392,0,2557
16659,0,0.0,0.0,1,30.58,4,25.0,0,1428
0,0,23.4,23.4,1,196.26,6,10.392,0,2557
0,0,21.52,21.52,1,58.12,5,13.2,0,1827
0,0,12.36,12.36,1,100.94,6,10.392,0,2557
39444,0,33.12,33.12,1,71.17,6,13.2,0,2314
285,1,18.48,18.48,2,121.45,4,16.44,1,1827
0,1,21.9,21.9,2,174.38,5,13.2,0,1827
874,0,34.87,34.87,2,127.56,6,15.0,0,2177
5746,0,22.52,22.52,1,29.42,5,13.856,0,1827
0,0,26.2,26.2,1,65.71,5,15.0,0,2192
0,0,17.92,17.92,1,121.56,6,11.0,1,2192
3836,1,10.32,10.32,2,439.47,11,16.5,0,4383
5973,1,69.96,69.96,2,3768.16,4,20.0,1,1481
314,0,34.68,34.68,1,57.06,4,13.856,0,1461
0,0,14.7,14.7,1,138.91,6,13.856,0,2557
155,0,19.2,19.2,1,23.55,3,10.392,0,1491
7546,0,22.02,22.02,1,143.31,4,11.951,0,1677
723,0,17.16,17.16,1,96.75,6,15.0,0,2557
0,0,33.12,33.12,1,21.26,3,13.2,0,1470
0,0,10.6,10.6,1,272.42,5,22.0,0,2192
11879,0,99.96,99.96,1,106.25,6,40.0,0,2191
0,0,14.7,14.7,1,210.9,4,13.86,0,1489
4171,0,31.68,31.68,1,205.34,7,23.1,0,2491
0,0,9.2,9.2,1,165.74,3,13.856,0,1461
0,0,12.57,12.57,1,112.72,6,10.35,0,2557
0,0,21.48,21.48,1,60.65,4,10.392,0,1461
0,0,19.2,19.2,2,78.83,5,10.392,0,1876
0,0,16.14,16.14,1,50.84,3,10.392,0,1461
0,0,20.2,20.2,1,93.19,3,13.856,0,1096
1550,0,21.67,21.67,1,202.53,6,16.0,0,2192
7230,1,36.92,36.92,2,424.63,5,25.0,0,1922
643,0,34.68,34.68,1,118.86,6,13.856,0,2191
6077,0,25.6,25.6,1,415.67,4,28.0,0,1461
686,1,29.88,29.88,2,25.61,5,14.49,0,1827
27508,0,28.47,28.47,1,157.34,6,19.8,0,2192
2808,0,1.54,1.54,1,271.22,4,35.0,0,1827
2205,0,21.57,21.57,2,161.03,6,15.001,0,2192
1123,0,18.99,18.99,1,79.29,6,21.144,0,2557
3362,0,1.26,1.26,1,601.76,3,19.8,0,1460
13413,0,12.36,12.36,1,77.15,4,10.392,0,1632
2776,0,30.99,30.99,1,471.58,6,22.95,0,2376
173,0,20.13,20.13,1,643.87,4,42.0,0,1461
945,0,0.12,0.12,1,109.38,5,15.0,0,2006
1299,1,25.18,25.18,2,138.82,4,19.8,0,1827
1705,0,25.56,25.56,1,63.87,4,13.856,0,1461
2484,0,19.44,19.44,1,340.13,6,31.05,0,2192
1099,0,0.0,0.0,1,86.85,6,25.0,0,2190
0,0,21.34,21.34,1,176.33,6,10.392,1,2243
1929,0,25.08,25.08,1,529.57,6,13.856,0,2299
420,0,20.97,20.97,1,24.99,6,10.35,0,2557
0,0,20.2,20.2,1,862.71,3,13.856,0,1096
0,1,24.42,24.42,2,126.12,6,13.2,0,2192
12157,0,17.17,17.17,1,704.02,5,63.0,0,2192
798,0,48.42,48.42,1,102.74,4,43.0,0,1827
21257,0,23.42,23.42,1,299.46,4,11.4,0,1461
2508,0,22.02,22.02,1,211.94,6,20.785,0,2192
1268,1,16.14,16.14,3,62.36,6,10.392,0,2557
0,0,6.18,6.18,1,349.18,6,13.2,0,2557
0,0,21.78,21.78,1,67.7,5,13.2,0,2192
0,0,15.8,15.8,1,240.49,6,12.5,0,2192
9782,0,7.04,7.04,1,371.77,4,10.52,0,1827
4842,1,6.150000000000009,6.150000000000009,2,601.1,5,95.0,0,2192
2228,0,18.72,18.72,1,164.65,4,30.0,0,1761
1563,0,16.54,16.54,1,103.12,6,17.25,1,2557
0,0,28.45,28.45,1,251.29,4,13.856,0,1461
0,0,21.52,21.52,1,78.9,7,13.2,0,2557
1275,0,21.66,21.66,1,209.73,4,34.641,0,1827
4417,0,29.76,29.76,1,357.34,6,13.2,0,2557
3480,0,31.64,31.64,1,22.02,6,13.856,0,2192
0,0,39.63,39.63,2,304.84,6,13.8,0,2243
3416,1,33.84,33.84,2,296.63,6,15.0,0,2557
4155,0,0.86,0.86,1,643.43,4,20.7,0,1827
2558,0,3.12,3.12,1,386.67,3,16.5,0,1461
0,0,44.52,44.52,1,51.54,4,12.7,0,1471
0,0,40.68,40.68,1,147.84,4,12.5,0,1460
0,0,21.64,21.64,2,3.86,6,10.392,0,2557
22,0,21.48,21.48,1,0.74,4,10.392,1,1461
886,1,15.12,15.12,2,106.66,4,13.2,0,1827
106463,0,29.76,29.76,1,136.4,6,14.5,0,2374
558120,1,11.22,11.22,2,312.61,4,10.52,0,1716
63298,0,17.09,17.09,1,222.12,4,16.44,0,1461
4,1,0.7999999999999989,0.7999999999999989,2,173.08,6,18.0,0,2557
2171,0,8.340000000000009,8.340000000000009,1,117.95,6,26.4,0,2557
726,0,22.31,22.31,1,83.24,12,16.5,0,4383
1429,0,31.2,31.2,1,205.87,5,13.856,1,2192
690,0,23.65,23.65,1,58.7,4,10.35,0,1461
553,0,25.56,25.56,1,47.83,7,13.856,0,2557
5516,1,24.2,24.2,2,52.07,3,13.856,0,1461
0,0,0.9,0.9,1,368.88,4,20.0,0,1827
2746,0,65.16,65.16,1,212.82,6,43.47,0,2191
0,0,27.12,27.12,1,150.46,4,13.15,0,1461
10263,1,34.44,34.44,2,63.56,6,17.25,0,2557
1433,0,36.21,36.21,1,31.67,6,20.0,0,2192
5391,0,77.74,77.74,1,624.65,4,87.0,1,1720
0,1,11.95,11.95,2,166.03,6,13.856,0,2557
316,0,19.2,19.2,1,33.01,5,10.392,1,1827
0,0,15.72,15.72,1,81.41,6,13.2,0,2557
239,0,21.52,21.52,1,45.5,5,13.2,1,1827
0,0,22.89,22.89,1,40.38,5,13.856,0,2192
0,0,20.54,20.54,1,28.56,3,10.392,0,1461
0,0,0.0,0.0,1,0.0,8,15.0,0,3105
27931,1,16.85,16.85,2,105.36,3,12.0,0,1288
1018,0,19.28,19.28,1,143.47,3,13.2,0,1096
123925,0,36.64,36.64,1,251.15,7,40.0,0,2556
0,0,12.36,12.36,1,43.03,3,10.392,0,1461
0,0,28.02,28.02,1,22.94,4,13.856,0,1827
17008,0,25.7,25.7,1,129.67,3,13.856,0,1096
5392,1,139.92,139.92,3,567.42,3,40.0,0,1114
55459,1,29.64,29.64,2,325.07,6,13.15,1,2557
4197,1,29.64,29.64,4,318.21,3,13.164,0,1095
0,0,6.18,6.18,1,245.81,6,13.2,0,2557
3254,0,17.22,17.22,1,290.02,5,10.392,0,1827
101380,0,17.52,17.52,1,165.15,5,20.0,0,2192
0,0,19.2,19.2,1,7.61,5,10.392,0,1827
0,0,59.18,59.18,1,526.28,4,49.0,0,1581
55400,0,6.92,6.92,1,156.43,3,10.392,0,1461
4274,0,14.52,14.52,1,168.42,7,11.5,0,2557
62,0,20.54,20.54,1,4.61,4,10.392,0,1827
1518,0,18.12,18.12,1,216.85,12,19.8,0,4383
0,0,12.98,12.98,1,296.01,3,15.0,0,1248
0,0,11.04,11.04,1,163.45,6,10.392,0,2557
0,0,23.4,23.4,1,297.72,4,17.3,0,1471
0,0,24.21,24.21,1,873.64,4,35.24,0,1461
3867,0,21.52,21.52,1,21.27,7,13.2,0,2557
841,0,15.96,15.96,1,329.57,3,15.0,0,1461
20026,0,21.06,21.06,1,3.81,6,11.4,0,2192
565,0,33.12,33.12,1,42.17,4,13.2,0,1827
0,0,21.52,21.52,1,114.82,6,13.2,0,2192
0,0,109.08,109.08,1,0.23,3,43.648,0,1095
0,0,3.56,3.56,1,149.56,6,13.2,0,2557
558120,1,19.2,19.2,2,138.48,3,13.164,0,1096
1189,0,27.34,27.34,1,129.85,4,26.3,0,1827
1229,0,10.03,10.03,1,51.14,6,10.35,0,2556
0,0,17.55,17.55,1,164.41,7,10.39,0,2544
11694,0,29.76,29.76,1,163.99,6,13.2,0,2191
20125,0,22.44,22.44,1,275.75,6,15.001,0,2191
871,0,12.36,12.36,1,29.71,6,10.392,0,2557
0,1,33.12,33.12,2,86.72,12,13.2,0,4267
0,0,13.4,13.4,1,48.1,6,13.856,0,2557
5979,0,29.76,29.76,1,243.27,5,13.2,0,2192
2930,1,19.2,19.2,2,94.97,5,10.392,0,1827
627,0,43.32,43.32,1,24.59,4,17.32,0,1827
3516,1,19.52,19.52,3,136.84,3,13.8,0,1461
106114,0,19.28,19.28,1,311.4,6,13.2,0,2192
382647,1,23.4,23.4,2,536.69,6,10.392,0,2557
0,0,15.12,15.12,1,109.68,5,13.2,0,2192
825,0,37.56,37.56,1,96.56,4,15.0,1,1461
0,0,9.919999999999993,9.919999999999993,1,23.84,3,13.2,1,1293
830,0,38.04,38.04,1,75.35,6,24.0,0,2192
0,0,21.38,21.38,1,64.17,3,10.35,0,1220
55400,0,6.92,6.92,1,210.6,3,20.785,0,1461
0,0,19.41,19.41,1,45.14,7,13.8,1,2557
3400,0,16.92,16.92,1,28.86,5,10.392,0,1827
106114,0,34.56,34.56,1,0.0,5,13.8,0,2192
0,0,12.82,12.82,2,86.15,6,13.2,0,2557
5144,0,6.15,6.15,1,440.9,3,13.164,0,1461
2801,0,20.64,20.64,1,394.71,10,33.0,0,4018
5018,0,23.76,23.76,1,98.61,6,10.392,0,2249
1257,0,33.06,33.06,2,109.32,6,14.49,0,2192
7648,0,29.76,29.76,1,235.42,6,13.2,0,2190
0,0,33.12,33.12,1,35.23,4,13.2,0,1461
38979,0,14.28,14.28,6,616.54,8,20.785,0,2857
5069,0,50.2,50.2,1,471.69,12,54.82,0,4383
2573,0,14.57,14.57,1,100.74,7,10.35,0,2557
688,0,19.56,19.56,1,82.04,6,16.5,0,2557
0,0,48.6,48.6,2,309.08,6,13.85,1,2212
0,0,13.23,13.23,1,83.73,6,10.35,0,2557
0,0,18.62,18.62,1,88.13,7,13.2,0,2557
299,1,43.64,43.64,2,56.13,5,27.6,0,1827
2529,0,29.76,29.76,1,146.73,9,13.2,0,3662
0,0,10.18,10.18,1,19.46,5,10.5,0,2188
250,0,42.48,42.48,1,49.6,6,17.0,0,2191
5037,0,117.02,117.02,1,596.54,3,86.5,1,1096
1621,1,19.98,19.98,2,234.36,6,32.0,0,2557
2474,0,31.64,31.64,1,144.92,3,13.856,0,1096
28,0,20.42,20.42,1,10.21,6,10.35,0,2557
2571,0,15.16,15.16,1,100.43,3,10.392,1,1096
0,0,23.76,23.76,1,12.11,5,10.392,0,1827
3522,0,19.28,19.28,1,282.31,3,13.2,0,1096
2388,1,20.26,20.26,2,267.74,6,15.001,0,2192
802,1,17.13,17.13,2,46.17,5,10.392,0,2192
318,1,8.64000000000001,8.64000000000001,4,25.25,6,11.5,0,2572
0,0,17.67,17.67,1,83.32,5,13.856,0,2192
0,0,29.76,29.76,1,352.45,5,13.2,0,1826
10426,0,20.44,20.44,1,829.56,4,14.0,0,1461
583,0,7.92,7.92,1,38.26,3,10.52,0,1486
1758,0,14.88,14.88,1,106.89,4,12.5,0,1805
402,0,16.44,16.44,1,29.64,6,13.856,0,2557
2347,1,35.76,35.76,3,228.89,3,26.4,0,1109
0,0,26.02,26.02,1,22.26,6,13.2,0,2557
0,1,16.92,16.92,2,93.65,6,10.39,0,2192
49962,0,5.58,5.58,1,434.36,4,11.95,0,1827
2688,0,31.08,31.08,1,215.17,6,20.784,0,2557
3166,0,12.57,12.57,1,97.34,6,10.35,0,2557
0,0,36.04,36.04,1,70.4,3,10.392,0,1172
27336,0,28.82,28.82,1,574.41,4,32.28,0,1415
2012,0,29.64,29.64,1,167.55,6,19.8,0,2557
0,0,28.6,28.6,1,4.64,4,13.856,0,1461
44,1,23.76,23.76,2,126.87,9,10.39,0,3358
2083,0,19.95,19.95,1,457.67,6,41.5,0,2557
0,1,34.68,34.68,2,82.6,4,13.856,0,1461
2750,0,19.0,19.0,1,231.37,6,20.78,0,2192
0,0,21.64,21.64,1,25.88,4,10.39,1,1827
0,0,21.64,21.64,1,23.57,4,10.39,1,1827
5976,0,39.84,39.84,1,272.9,3,33.0,0,1095
775,1,18.12,18.12,3,39.07,4,10.392,0,1825
0,0,26.04,26.04,1,26.8,4,10.392,0,1461
188264,0,3.14,3.14,1,407.49,3,71.9,0,1461
359,0,34.01,34.01,1,29.58,5,15.001,0,1827
0,0,20.54,20.54,1,24.19,6,10.392,0,2557
892,0,19.08,19.08,2,116.27,6,15.001,0,2557
1453,0,24.72,24.72,1,257.58,4,16.5,0,1463
849,1,41.16,41.16,4,101.59,6,16.5,0,2222
21826,1,3.56,3.56,2,447.45,6,13.2,0,2500
27408,0,23.4,23.4,1,115.68,4,17.3,0,1461
0,0,27.68,27.68,2,83.38,6,13.856,0,2501
3522,1,135.23,135.23,2,582.5,3,100.0,1,1096
2263,0,15.0,15.0,1,149.17,6,30.0,0,2557
3871,0,15.66,15.66,1,375.77,4,25.0,0,1827
3060,0,22.78,22.78,1,495.38,7,29.53,0,2557
85584,0,28.02,28.02,1,39.18,5,13.86,0,2192
713,0,39.56,39.56,1,0.13,11,25.0,0,4018
22,0,16.16,16.16,1,115.57,13,15.2,0,4749
0,0,28.45,28.45,1,124.93,4,13.856,1,1461
9833,0,87.48,87.48,1,814.97,4,25.0,0,1462
20743,0,15.16,15.16,1,195.86,6,10.39,0,2192
0,0,21.48,21.48,1,41.03,4,10.392,0,1699
2216,0,12.82,12.82,1,19.38,4,13.2,0,1827
0,0,29.92,29.92,1,16.39,6,15.001,0,2557
965,0,30.45,30.45,1,59.12,3,15.0,0,1461
0,0,28.02,28.02,1,23.26,6,13.856,0,2557
0,0,25.56,25.56,1,66.07,5,13.85,0,1827
0,0,16.44,16.44,1,6.96,6,13.856,0,2557
82,1,11.42,11.42,2,263.99,3,13.2,0,1461
24,0,23.97,23.97,1,6.09,5,13.0,0,1827
847,1,18.62,18.62,3,89.64,7,13.2,0,2557
0,0,21.78,21.78,1,44.04,6,13.2,0,2557
539,0,34.02,34.02,1,74.63,3,13.15,0,1504
153,0,15.99,15.99,1,174.29,4,15.1,1,1461
1994,1,0.88,0.88,3,307.64,3,20.78,0,1461
0,0,2.8,2.8,1,185.14,5,10.392,0,2113
0,0,20.49,20.49,1,82.51,6,17.25,0,2557
1951,0,11.24,11.24,1,80.96,4,15.0,0,1827
0,1,8.240000000000009,8.240000000000009,2,77.12,4,11.0,0,1827
410,0,23.38,23.38,1,64.92,6,17.25,0,2192
350,0,49.44,49.44,1,57.57,6,19.8,0,2191
8053,1,5.7,5.7,2,699.57,5,15.1,0,2192
237044,0,21.12,21.12,1,210.25,6,14.5,0,2192
0,0,32.41,32.41,1,22.97,6,13.2,0,2557
0,0,12.36,12.36,1,17.68,6,10.392,0,2437
0,0,30.22,30.22,1,37.06,4,13.2,0,1461
5327,0,34.56,34.56,1,134.82,5,13.8,0,1826
601,0,21.48,21.48,1,32.84,5,10.392,0,1827
10801,0,23.52,23.52,1,452.65,12,23.62,0,4340
9718,1,20.26,20.26,2,603.15,3,15.001,1,1096
10880,0,62.52,62.52,1,380.03,5,46.2,0,1827
2296,0,9.419999999999993,9.419999999999993,1,307.54,3,15.1,0,1369
2698,1,9.2,9.2,4,220.48,6,13.856,0,2557
433,0,51.96,51.96,1,26.98,4,20.785,0,1461
1218,0,13.35,13.35,1,78.47,3,13.8,0,1461
4405,0,13.32,13.32,1,426.3,4,17.3,0,1461
372,0,34.62,34.62,2,35.66,5,10.392,0,2026
0,0,56.13,56.13,1,474.5,6,41.5,0,2192
141,0,19.48,19.48,1,52.73,6,13.856,0,2192
0,0,10.36,10.36,1,15.05,3,13.856,0,1461
1428,0,15.15,15.15,1,151.96,6,22.0,0,2557
954,0,35.85,35.85,1,106.75,7,19.8,0,2557
3032,0,20.48,20.48,1,359.64,6,15.15,0,2244
0,0,21.52,21.52,1,98.29,4,13.2,1,1461
2738,0,6.24,6.24,1,277.23,3,33.0,0,1461
1283,1,43.32,43.32,2,184.66,4,49.5,0,1827
0,0,19.28,19.28,1,238.01,3,10.392,0,1096
342,0,17.13,17.13,1,46.7,4,10.392,0,1827
851,0,14.64,14.64,1,33.95,7,10.392,0,2557
178,0,26.04,26.04,1,24.75,4,10.392,0,1461
0,1,20.52,20.52,4,39.98,5,13.2,0,2192
688,1,19.42,19.42,4,52.86,6,12.5,0,2557
1905,0,33.12,33.12,1,79.33,9,13.2,0,3583
